Item,,,,,,,,,Image,Image Version,,Artist,,,,,Location,,,,,Organizational Donor,Individual Donor,,Fabrication,,,,,Bibliography
Name,Material,Genre,Installation Start Date,Installation End Date,Height,Width,Depth,Context,File,File,Version,First Name,Last Name,Birth Date,Deceased Date,Artist Bio,Neighborhood,Street Address,Latitude,Longitude,Current,Name,First Name,Last Name,Date,Fabricator,City,State,Country,
War,Bronze,Sculpture,,18850000,40,28,36,copied by artist from marble original,,,,Antoine-Louis,Barye,17960000,18750000,,Mount Vernon,N. Charles and Monument St.,39.297522,-76.61567,true,,William,Walters,,,,,,"IAS MD000325, 20140807, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=14K74657708FR.899&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&source=~!siartinventories&term=&index=.GW&x=14&y=11&aspect=Keyword&term=Barye&index=.AW&term=War&index=.TW&term=&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
Peace,Bronze,Sculpture,,18850000,38,26,34,copied by artist from marble original,,,,Antoine-Louis,Barye,17960000,18750000,,Mount Vernon,N. Charles and Monument St.,39.297522,-76.61567,true,,William,Walters,,F. BARBEDIENNE,Paris,,France,"IAS MD000326, 20140807, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=14K74657708FR.899&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&source=~!siartinventories&term=&index=.GW&x=0&y=0&aspect=Keyword&term=Barye&index=.AW&term=Peace&index=.TW&term=&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
Seated Lion,Bronze,Sculpture,,18850000,75,38,73,copied by artist from marble original,,,,Antoine-Louis,Barye,17960000,18750000,,Mount Vernon,West Mount Vernon Square,39.3508059,-76.7136491,true,,William,Walters,,F. BARBEDIENNE,Paris,,France,"IAS 75005995, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=O40747081M97L.920&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!11298~!0&ri=1&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Barye&index=.AW&uindex=&oper=&term=Lion&index=.TW&uindex=&aspect=Keyword&menu=search&ri=1"
Boy and Turtle Fountain,Bronze,Sculpture,,19160000,60,36,36,"restored, 1992",,,,Henri,Crenier,18730000,19480000,,Mount Vernon,West Mount Vernon Square,39.3508059,-76.7136491,true,Municipal Art Society of Baltimore City,,,,,,,,"IAS 75005998, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=O40747081M97L.920&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!11301~!1&ri=3&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Crenier&index=.AW&uindex=&oper=&term=Boy&index=.TW&uindex=&aspect=Keyword&menu=search&ri=3"
Military Courage,Bronze,Sculpture,,18850000,70,24,32,copied by artist from 1879 original,,,,Paul,Dubois,18290000,19050000,,Mount Vernon,West Mount Vernon Square,39.3508059,-76.7136491,true,,William,Walters,,F. BARBEDIENNE,Paris,,France,"IAS 75006021, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=O40747081M97L.920&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&source=~!siartinventories&term=&index=.GW&x=12&y=9&aspect=Keyword&term=Dubois&index=.AW&term=Courage&index=.TW&term=&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
Roger B. Taney Monument,Bronze,Monument,,18870000,86,47,62,copy of 1872 original,,,,William,Rinehart,18250000,18740000,,Mount Vernon,North Mount Vernon Square,39.29829,-76.615517,true,,William,Walters,,Royan Foundry,,,,"IAS 75006033, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1407J089D435J.1091&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!11336~!2&ri=1&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Rinehart&index=.AW&uindex=&oper=&term=Taney&index=.TW&uindex=&aspect=Keyword&menu=search&ri=1"
John Eager Howard Monument,Bronze,Monument,,19030000,144,54,114,,,,,Emmanuel,Fremiet,18240000,19100000,,Mount Vernon,North Mount Vernon Square,39.29829,-76.615517,true,Municipal Art Society of Baltimore City,,,,LEBLANC-BARBEDIENNE,Paris,,France,"IAS MD000478, 20140808,http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1407J089D435J.1091&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&source=~!siartinventories&term=&index=.GW&x=10&y=12&aspect=Keyword&term=Fremiet&index=.AW&term=Howard&index=.TW&term=&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
Force,Bronze,Sculpture,,18850000,39,28,32,copied by artist from marble original,,,,Antoine-Louis,Barye,17960000,18750000,,Mount Vernon,East Mount Vernon Square,39.297544,-76.615239,true,,William,Walters,,F. BARBEDIENNE.FONDEUR,,,,"IAS MD000327,20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1407J089D435J.1091&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&source=~!siartinventories&term=&index=.GW&x=7&y=8&aspect=Keyword&term=Barye&index=.AW&term=Force&index=.TW&term=&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
Order,Bronze,Sculpture,,18850000,38,27,33,copied by artist from marble original,,,,Antoine-Louis,Barye,17960000,18750000,,Mount Vernon,East Mount Vernon Square,39.297544,-76.615239,true,,William,Walters,,F. BARBEDIENNE.FONDEUR,,,,"IAS MD000328, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1407J089D435J.1091&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&source=~!siartinventories&term=&index=.GW&x=11&y=14&aspect=Keyword&term=Barye&index=.AW&term=Order&index=.TW&term=&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
George Peabody Monument,Bronze,Monument,,18900000,84,40,64,copy of 1869 original,,,,William Wetmore,Story,18190000,18950000,,Mount Vernon,East Mount Vernon Square,39.297544,-76.615239,true,,Robert,Garrett,,Fonderia Nelli,Rome,,Italy,"IAS 75006024, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1407J089D435J.1091&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!11327~!2&ri=12&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Peabody&index=.TW&uindex=&oper=&term=Baltimore&index=.OW&uindex=&aspect=Keyword&menu=search&ri=12"
The Naiad,Bronze,Sculpture,,19620000,33.25,22,31.5,copyrighted 1933,,,,Grace Hill,Turnbull,18800000,19760000,,Mount Vernon,East Mount Vernon Square,39.297544,-76.615239,true,Women's Civic League,,,,,,,,"IAS 75006022, 20140808,http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1407J089D435J.1091&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&source=~!siartinventories&term=&index=.GW&x=11&y=8&aspect=Keyword&term=Turnbull&index=.AW&term=&index=.TW&term=Naiad&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
Severn Teakle Wallis Monument,Bronze,Monument,,19040000,94,40,30,,,,,Laurent,Marqueste,18480000,19200000,,Mount Vernon,East Mount Vernon Square,39.297544,-76.615239,true,Municipal Art Society of Baltimore City,,,,LEBLANC-BARBEDIENNE,Paris,,France,"IAS 75006036, 20140808,http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1407J089D435J.1091&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&source=~!siartinventories&term=&index=.GW&x=11&y=9&aspect=Keyword&term=Marqueste&index=.AW&term=&index=.TW&term=Wallis&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
Lafayette Monument,Bronze,Monument,,19240000,192,96,192,,,,,Andrew,O'Connor,18740000,1955,,Mount Vernon,South Mount Vernon Square,39.297106,-76.615653,true,City of Baltimore,,,,T. F. MCGANN & SONS CO,Boston,MA,U.S.,"IAS 75006014, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1407J089D435J.1091&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&source=~!siartinventories&term=&index=.GW&x=10&y=8&aspect=Keyword&term=O%27Connor&index=.AW&term=&index=.TW&term=Lafayette&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
Sea Urchin,Bronze,Sculpture,,19590000,77,31,25,"enlarged copy created by son of Edward Berge; original stood in the same location 1925-1959; original moved to Decker Garden, Johns Hopkins University",,,,Henry,Berge,19080000,19980000,,Mount Vernon,South Mount Vernon Square,39.297106,-76.615653,true,,Frederick,Huber,,,,,,"IAS 75006030, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1407J089D435J.1091&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!11333~!17&ri=21&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Berge&index=.AW&uindex=&oper=&term=Baltimore&index=.OW&uindex=&aspect=Keyword&menu=search&ri=21"
William T. Walters,Bronze,Sculpture,,19070000,34,28,,enlarged copy of artist's 1867 original ,,,,William,Rinehart,18250000,18740000,,Mount Vernon,Walters Art Museum Charles St. Entrance,39.296581,-76.615911,true,,Henry,Walters,,LEBLANC-BARBEDIENNE,Paris,,France,"IAS 19400009,20140808,http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1407J089D435J.1091&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!296704~!4&ri=23&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Rinehart&index=.AW&uindex=&oper=&term=Walters&index=.SW&uindex=&aspect=Keyword&menu=search&ri=23"
The Battle Monument,Marble,Monument,18150912,18250000,624,,,Sculptor Capellano; Architect Godefroy. On 5 Oct. 2013 the sculpture Lady Baltimore was replaced with a replica. The original is located at Maryland Historical Society Museum and Library in Mount Vernon,,,,Antonio,Capellano,17800000,18400000,,Downtown,"Battle Monument Plaza, Calvert and Fayette Streets",39.290672,-76.6124,true,Citizens of Baltimore,,,,,,,,"IAS 75005996, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=I40J5B9936444.1182&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!11299~!11&ri=3&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Capellano&index=.AW&uindex=&aspect=Keyword&menu=search&ri=3"
The Battle Monument,,,,,,,,,,,,Maximilian,Godefroy,17650000,18400000,,,,,,,,,,,,,,,
Cecilius Calvert Monument,Bronze,Monument,,19080000,102,57,35,,,,,Albert,Weinert,18630000,19470000,,Downtown,"Clarence M. Mitchell Jr. Courthouse, St. Paul St. entrance",39.290806,-76.613814,true,Society of Colonial Wars in Maryland,,,,ROMAN BRONZE WORKS,,NY,U.S.,"IAS 75005999, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=I40J5B9936444.1182&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&source=~!siartinventories&term=&index=.GW&x=14&y=10&aspect=Keyword&term=Weinert&index=.AW&term=&index=.TW&term=Calvert&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
John Mifflin Hood Monument,Bronze and Granite or Marble,Monument,,19110000,222,82,82,"Originally located at Baltimore and Liberty Streets, relocated in 1963",,,,Richard,Brooks,18650000,19190000,,Downtown,"Preston Gardens, St. Paul Place and Saratoga",39.29275,-76.613694,true,City of Baltimore,,,,J. MALESSET FONDEUR D'ART,Paris,,France,"IAS 75006010, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=I40J5B9936444.1182&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&source=~!siartinventories&term=&index=.GW&x=11&y=5&aspect=Keyword&term=Brooks&index=.AW&term=&index=.TW&term=Hood&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
John Mifflin Hood Monument,,,,,,,,,,,,,,,,,,Baltimore and Liberty Streets,,,false,,,,,,,,,
"Catherine McAuley, Foundress of the Sisters of Mercy, 1831",Bronze,Sculpture,,20001111,,,,,,,,Sister Marie,Henderson,19490000,,,Downtown,301 St. Paul Place,39.292549,-76.613548,true,Board of Trustees of Mercy Health Services,,,,,,,,
Untitled 6,Concrete,Sculpture,,19310000,,,,,,,,Benjamin,Kurtz,18990000,19660000,,Downtown,225 Holiday St.,39.291847,-76.610001,true,Baltimore Gas & Electric Company,,,,,,,,"IAS 75006346, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=140VG255914J8.1220&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!11641~!6&ri=1&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Kurtz&index=.AW&uindex=&aspect=Keyword&menu=search&ri=1"
Untitled 6,,,,,,,,,,,,Robert,MacKall,18890000,19820000,,,,,,,,,,,,,,,
Negro Soldier's Monument,Bronze,Monument,19710000,19720000,162,39.5,55,Originally located at the North end of Battle Monument Plaza; moved to current location 2007,,,,James,Lewis,19230000,20070000,,Downtown,"War Memorial Plaza, N. Holliday and Fayette Streets",39.290936,-76.610033,true,,Anonymous,,,ROMAN BRONZE WORKS,,NY,U.S.,"IAS MD000550, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=140VG255914J8.1220&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!338620~!1&ri=3&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Lewis&index=.AW&uindex=&oper=&term=Negro&index=.TW&uindex=&aspect=Keyword&menu=search&ri=3"
Negro Soldier's Monument,,,,,,,,,,,,,,,,,,North end of Battle Monument Plaza,,,false,,,,,,,,,
Fire Fighter's Monument,Bronze and granite,Monument,,19900000,,,,,,,,Tylden,Streett,19220000,,,Downtown,Gay and Lexington Streets,39.291464,-76.609244,true,Baltimore City Fire Fighter's Moument Committee,,,,BEDDI-MAKKI ART FOUNDRY,"Greenpoint, Brooklyn",NY,U.S.,"IAS MD000468, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=140VG255914J8.1220&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&source=~!siartinventories&term=&index=.GW&x=13&y=8&aspect=Keyword&term=Streett&index=.AW&term=Fire&index=.TW&term=&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
Aquatic Sea Horses,Limestone,Sculpture,,19271111,144,72,180,Two sculptures,,,,Amateis,Edmond,18970000,19810000,,Downtown,101 N. Gay Street,39.290973,-76.608407,true,City of Baltimore,,,,,,,,"IAS 75006037, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=140VG255914J8.1220&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&source=~!siartinventories&term=&index=.GW&x=11&y=9&aspect=Keyword&term=Amateis&index=.AW&term=Sea&index=.TW&term=&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
Aquatic Sea Horses,,,,,,,,,,,,,,,,,,,,,,State of Maryland,,,,,,,,
Amanogawa,Black Tennessee marble and stainless steel,Sculpture,19760915,19761030,84,88,184,Fabricated in place at the Shot tower over the course of the Symposium,,,,Robert,DuBourg,19440000,,,Jonestown,"Shot Tower Park, 801 E. Fayette St.",39.29086,-76.6057,true,International Sculputure Symposium of Baltimore and City of Baltimore,,,,,,,,"IAS MD000476, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=140VG255914J8.1220&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!337215~!1&ri=11&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Du+Bourg&index=.AW&uindex=&aspect=Keyword&menu=search&ri=11"
Baltimore,Black Tennessee marble,Sculpture,,,,,,Fabricated in place at the Shot tower over the course of the First or Second (?) Symposium,,,,William,Bennett,19490000,,,Jonestown,"Shot Tower Park, 801 E. Fayette St.",39.29086,-76.6057,true,International Sculputure Symposium of Baltimore and City of Baltimore,,,,,,,,"IAS MD000476, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=140VG255914J8.1220&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!337215~!1&ri=11&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Du+Bourg&index=.AW&uindex=&aspect=Keyword&menu=search&ri=11"
Baltimore City Fraternal Order of Police Memorial,Bronze aned granite,Monument,20020000,20030000,,,,,,,,Ferebe,Streett,19550000,,,Jonestown,"Shot Tower Park, 801 E. Fayette St.",39.29086,-76.6057,true,Baltimore City Fraternal Order of Police,,,,,,,,
Baltimore Passage,Copper,Sculpture,,20070000,276,,,,,,,David,Hess,19640000,,,Jonestown,Albemarle Square,39.288767,-76.603483,true,Housing Authority of Baltimore City,,,,,,,,
Thrones for the Eulipions,Steel,Sculpture,,20050000,,,,two elements several blocks apart,,,,Sam,Holmes,19590000,,,Mount Vernon,N. Howard Street at W. Madison Street,39.2984232,-76.6199543,true,Maryland Transit Administration Adopt-a-Shelter Program,,,,,,,,
Thrones for the Eulipions,,,,,,,,,,,,,,,,,,N. Howard Street at W. Centre Street,39.2961823,-76.6198422,,,,,,,,,,
Redwood Arch,Painted Steel,Sculpture,,19880000,288,708,90,,,,,Linda,DePalma,19460000,,,Downtown,W. Redwood St. between S. Eutaw and S. Paca Streets,39.288689,-76.604753,true,Market Center Development Corporation,,,,,,,,"IAS MD000548, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1407533H97855.1290&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&source=~!siartinventories&term=&index=.GW&x=11&y=7&aspect=Keyword&term=DePalma&index=.AW&term=Redwood&index=.TW&term=&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
Redwood Arch,,,,,,,,,,,,,,,,,,,,,,City of Baltimore,,,,,,,,
Chorale,Painted Steel,Sculpture,,19810000,204,198,186,confirmed removed as of 20140809; location unknown,,,,Isaac,Witkin,19360000,20060000,,University of Maryland,"Social Security Administration Building, N. Greene and W. Franklin Streets",39.294782,-76.6239532,false,"U.S. Federal Government, General Services Administration",,,,,,,,"IAS MD000493, 20130808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1407533H97855.1290&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!337232~!1&ri=8&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Witkin&index=.AW&uindex=&oper=&term=Chorale&index=.TW&uindex=&aspect=Keyword&menu=search&ri=8"
Host of the Ellipse,Painted Cor-Ten Steel,Sculpture,,19810000,420,432,96,confirmed removed as of 20140809; location unknown,,,,Ronald,Bladen,19180000,19880000,,University of Maryland,"Social Security Administration Building, Mulberry St. between N. Greene Street and Martin Luther King, Jr. Blvd.",39.294089,-76.626103,false,"U.S. Federal Government, General Services Administration",,,,,,,,"IAS 75002828, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=140754V2511M7.1368&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!5179~!0&ri=1&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Bladen&index=.AW&uindex=&oper=&term=Ellipse&index=.TW&uindex=&aspect=Keyword&menu=search&ri=1"
Arbor,Stainless Steel,Sculpture,,20050000,168,192,216,,,,,David,Hess,19640000,,,Mount Vernon,"Mount Vernon Children's Park, E. Madison and N. Calvert Streets",39.298695,-76.6129645,true,,Maureen and Louis,Van Dyck,,,,,,
Fallsway Fountain,Marble,Sculpture,,19150000,360,288,528,"Schuler, sculptor, Pietsch architect. Originally located at The Fallsway and Eager Street, relocated in 1967 due to the construction of Jones Falls Expressway",9.jpg,9_235x235.jpg,small,Hans,Schuler,18740000,19510000,,Mid-town Belvedere,Guilford Ave. and E. Biddle Street,39.3036063,-76.6119114,true,City of Baltimore,,,,,,,,"IAS 75006006, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=140754V2511M7.1368&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!11309~!21&ri=1&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Schuler&index=.AW&uindex=&oper=&term=Baltimore&index=.OW&uindex=&aspect=Keyword&menu=search&ri=1"
Fallsway Fountain,,,,,,,,,,,,Theodore,Pietsch,,19300000,,,The Fallsway and Eager St.,,,false,,,,,,,,,
Edgar Allan Poe Monument,Bronze,Monument,19150000,19210000,85,123,141,"Originally located at Wyman Park, moved to current location in 1983",17.jpg,17_235x235.jpg,small,Moses,Ezekiel,18440000,19170000,,Mid-town Belvedere,"University of Baltimore School of Law, 1415 Maryland Ave.",39.306267,-76.6172738,true,Women's Literary Club of Baltimroe,,,,Corinthia Foundry,Rome,,Italy,"IAS 75006025, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=140754V2511M7.1368&menu=search&aspect=Keyword&npp=50&ipp=20&spp=20&profile=ariall&ri=&source=~!siartinventories&term=&index=.GW&x=8&y=10&aspect=Keyword&term=Ezekiel&index=.AW&term=Poe&index=.TW&term=&index=.SW&term=&index=.FW&term=&index=.OW&term=&index=.NW"
Untitled 7,Mayari-R Steel,Sculpture,19760000,19780000,120,720,.5,,,,,William,Leizman,19260000,,,Charles North,1515 N. Charles St.,39.3073578,-76.6156621,true,Municipal Art Society of Baltimore City,,,,Bethlehem Steel,Baltimore,MD,U.S.,"IAS MD000411, 20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=140754V2511M7.1368&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!334551~!1&ri=1&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Leizman&index=.AW&uindex=&aspect=Keyword&menu=search&ri=1"
Caterpillar,Cor-Ten or Mayari-R Steel,Sculpture,,19760000,96,528,48,Four elements,,,,Norman,Carlberg,19280000,,,Barclay,"Dallas F. Nicholas Sr. Elementary School, 201 E. 21st St.",39.31286,-76.6135563,true,Baltimore City Percent for Art program,,,,Dixie Sheet Metal,,,,"IAS 87800003,20140808, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1I0755758AJ23.1433&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!298666~!9&ri=1&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Carlberg&index=.AW&uindex=&aspect=Keyword&menu=search&ri=1"
Untitled Crab,Copper,Sculpture,,19720000,132,192,96,,,,,Edmond,Whiting,19180000,19750000,,Federal Hill,"Federal Hill Elementary School,1040 William St.",39.2775684,-76.611238,true,Baltimore City Percent for Art program,,,,,,,,"IAS MD000229, 20140809, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1407629L64J3W.1899&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!329705~!1&ri=2&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Whiting&index=.AW&uindex=&oper=&term=Baltimore&index=.OW&uindex=&aspect=Keyword&menu=search&ri=2"
Major General Samuel Smith Monument,Bronze,Monument,,19170000,180,106,98,"Formerly located Sam Smith Park, Pratt & Light Streets 1953-1970. Formerly located Wyman Park, Charles Street & 29th Street 1918-1953.",,,,Hans,Schuler,18740000,18510000,,Federal Hill,Federal Hill Park,39.2805189,-76.6084164,true,National Star-Spangled Banner Centenial Commission,,,,Roman Bronze Works,,NY,,"IAS 75006031, 20140809, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=1407629L64J3W.1899&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!11334~!18&ri=4&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Schuler&index=.AW&uindex=&oper=&term=Baltimore&index=.OW&uindex=&aspect=Keyword&menu=search&ri=4"
Whirligig,Found metal objects,Sculpture,,19950000,660,,,,,,,Vollis,Simpson,19190000,20130600,,Federal Hill,"American Visionary Art Museum, 800 Key Highway",39.280404,-76.6068783,true,,Ryda,Levi,,,,,,
AVAM Nest,Stainless Steel,Sculpture,,20040000,,,,,,,,David,Hess,19640000,,,Federal Hill,"American Visionary Art Museum, 800 Key Highway",39.280404,-76.6068783,true,American Visionary Art Museum,,,,,,,,
Phoenix,Found metal objects,Sculpture,,19970000,,,,Artist also know as Tom Every and Dr. Evermore,,,,Dr.,Evermor,19380000,,,Federal Hill,"American Visionary Art Museum, 800 Key Highway",39.280404,-76.6068783,true,American Visionary Art Museum,,,,,,,,
Cosmic Galaxy Egg,"Bronze, Shell, colored glass, and fiberglass",Sculpture,,20040000,96,,,,,,,Andrew,Logan,19450000,,,Federal Hill,"American Visionary Art Museum, 800 Key Highway",39.280404,-76.6068783,true,American Visionary Art Museum,,,,,,,,
Fountain Heads,Stone,Sculpture,,20070000,,,,,,,,Ted,Ludwiczak,19270000,,,Federal Hill,"American Visionary Art Museum, 800 Key Highway",39.280404,-76.6068783,true,American Visionary Art Museum,Ted,Ludwiczak,,,,,,
Meditation/Wedding Chapel,Wood,Sculpture,19951000,19960100,,,,,,,,Ben,Wilson,19630000,,,Federal Hill,"American Visionary Art Museum, 800 Key Highway",39.280404,-76.6068783,true,American Visionary Art Museum,,,,,,,,
Critters,Painted Wood,Sculpture,,20060000,,,,Two elements,,,,Clyde,Jones,19380000,,,Federal Hill,"American Visionary Art Museum, 800 Key Highway",39.280404,-76.6068783,true,,Clyde,Jones,,,,,,
Universal Tree of Life,"Double sided mirrors, stained glass, steel, and concrete",Sculpture,,20070000,252,,,,,,,Bob,Benson,19300000,,,Federal Hill,"American Visionary Art Museum, 800 Key Highway",39.280404,-76.6068783,true,,Bob,Benson,,,,,,
Bicycle Man,Found metal objects,Sculpture,,19960000,,,,,,,,Vollis,Simpson,19190000,20130600,,Federal Hill,"American Visionary Art Museum, 800 Key Highway",39.280404,-76.6068783,true,,Vollis,Simpson,,,,,,
Bluebird of Happiness,"Recycled glass, china, and pottery",Sculpture,,20030000,,,,,,,,Dick,Brown,19490000,,,Federal Hill,"American Visionary Art Museum, 800 Key Highway",39.280404,-76.6068783,true,,Dick,Brown,,,,,,
Golden Hand of God,Fiberglass and metal leaf,Sculpture,,20040000,,,180,,,,,Adam,Kurtzman,19570000,,,Federal Hill,"American Visionary Art Museum, 800 Key Highway",39.280404,-76.6068783,true,,Patrick,Hughes,,,,,,
Untitled 8,Painted Aluminum,Sculpture,,19780000,312,192,192,"Moved, in 2002, from the front plaza to the rear of the building",,,,David,von Schlegell,19200000,19220000,,Riverside,"Digital Harbor High School, 1100 Covington St.",39.276917,-76.608314,true,Baltimore City Percent for Art program,David,von Schlegell,,,,,,"IAS 87800006, 20140809, http://siris-artinventories.si.edu/ipac20/ipac.jsp?session=140W6355OW781.1922&profile=ariall&source=~!siartinventories&view=subscriptionsummary&uri=full=3100001~!298669~!41&ri=2&aspect=Keyword&menu=search&ipp=20&spp=20&staffonly=&term=Schlegell&index=.AW&uindex=&aspect=Keyword&menu=search&ri=2"
Working Point,"Steel, stainless steel, and cast-iron found and fabricated parts and concrete",Sculpture,,19970000,,,,,,,,David,Hess,19640000,,,Riverside,"Baltimore Museum of Industry, 1415 Key Highway",39.2739245,-76.6016723,true,Municipal Art Society of Baltimore City,,,,,,,,
